verse_number,english_verse,translation_verse
16,"By listening, I could tell there were more than",Na ndele kyɛ ɛlɔen bɔ bɛtete mbɔngɔ so ne bɛ somaa te apepesrala sɔ alaa ɛyaa nyɔ.
17,"In my vision their riders wore fiery-red, dark-blue, and yellow armor on their chests. The heads of the horses looked like lions, with fire and smoke and sulfur coming out of their mouths.","Na mbɔngɔ mɔ ne bɛ bɔ bɛtete bɛ so ne, kyɛbɔ nzi nwuni bɛ wɔ me nyekyire ne anu ne, ye ɛhe: Bele see ne afasebire ne sɔfe buralɛ bɔ ɔkata bɛ hue so ɔ, na mbɔngɔ nemɔ bɛ ti te kyɛ gyata ti, na see ne nwosina ne sɔfe fili bɛ noa nu wale."
18,"One third of all people were killed by the three terrible troubles caused by the fire, the smoke, and the sulfur.","Na sɔ hawo nza hemɔ, bɔ bɛ ole see, nwosina ne sɔfe bɔ ofi bɛ noa nu ba ne, bɛfale so behuhuni adasa ngyɛmuɛ nza nu ko."
19,"The horses had powerful mouths, and their tails were like poisonous snakes that bite and hurt.","Na mbɔngɔ nemɔ bɛ tumi wɔ bɛ noa ne bɛ dua nu, ofikyɛ bɛ dua te kyɛ ewoo, bɔ tire tua so bɔ bɛfa bepura ɔ."
20,"The people who lived through these terrible troubles did not turn away from the idols they had made, and they did not stop worshiping demons. They kept on worshiping idols that were made of gold, silver, bronze, stone, and wood. Not one of these idols could see, hear, or walk.","Nakoso adasa mmaa ngaa bɔ ɛhawo hemɔ wangukũ bɛ ne, banzakyera b’adwene bamvi bɛ sa noa nnwumaa nwo, banyakyi sunzummɔne mɔ sɔnenɛ, yeɛ banyakyi sikaa kɔkorɛ, ɛdwetɛ, kɔɔbere, nyɔboɛ ne bakaa amoen mɔ bɔ bɛngora bennwu nikye, anaa bɛnde dwirɛ, anaa bɛnnate ɔ sɔnenɛ;"
21,No one stopped murdering or practicing witchcraft or being immoral or stealing.,yeɛ banzakyera b’adwene bamvi b’awuelilɛ ne bɛ ngonyaayelɛ ne b’adwamanbɔlɛ ne b’awue nwo.
1,"I saw another powerful angel come down from heaven. This one was covered with a cloud, and a rainbow was over his head. His face was like the sun, his legs were like columns of fire,","Afei nwuni abɔfo foforɛ anwoserɛniɛ bie kyɛ ofi nyameɛso odwu ba ase; né wafa munungum wahera, nyangondoen wɔ ye ti so, ye nyunu te kyɛ eyia, na ye gya te kyɛ see bonima."
2,and with his hand he held a little scroll that had been unrolled. He stood there with his right foot on the sea and his left foot on the land.,"Né otira nwomaa kaaba bie bɔ babukye nu ɔ wɔ ye sa nu. Na otuli ye gya famaa siele ɛpo so, yeɛ otuli ye gya bɛen siele aseɛ so."
3,Then he shouted with a voice that sounded like a growling lion. Thunder roared seven times.,"Na ɔteane nu serɛserɛ kyɛ gyata bɔ ɔbobɔ nu ɔ. Na ɔteane nu nen, agralaa nzoo ne bobɔle nu kurudududu."
4,"After the thunder stopped, I was about to write what it had said. But a voice from heaven shouted, “Keep it secret! Don't write these things.”","Na agralaa nzoo ne bobɔle nu kurudududu nen, nyɛle kyɛ mekyerɛ, nakoso ndele kyɛ komviɛ bie fi nyameɛso ɔkã kyire me kyɛ, “Edwirɛ bɔ agralaa kurudududu nzoo nemɔ bahã ne, sɔ ye noa, na nnɛkyerɛ.”"
5,The angel I had seen standing on the sea and the land then held his right hand up toward heaven.,"Na abɔfo bɔ nwuni ye kyɛ ogyi ɛpo ne aseɛ so ne, ɔmane ye sa [famaa] so hyirele nyameɛso,"
6,"He made a promise in the name of God who lives forever and who created heaven, earth, the sea, and every living creature. The angel said, “You won't have to wait any longer.","na ɔfale bɔ ɔte ase afebɔɔ, bɔ ɔbɔle anwuro ne bɔ ɔwɔ nu, aseɛ ne ne bɔ ɔwɔ nu, yeɛ ɛpo ne bɔ ɔwɔ nu ne tale ndaen kyɛ, “Mmerɛ biala nne berɛ ko,"
7,"God told his secret plans to his servants the prophets, and it will all happen by the time the seventh angel sounds his trumpet.”","na mmom mmerɛ bɔ abɔfo bɔ ɔtɔ so nzoo ne kohu ye totorobɛndo ne, yeɛ Nyameɛ mvealeɛ nu dwirɛ ne kɔwa nu ɔ, kyɛbɔ ɔhane ye nwo dwirɛ hyirele ye ngoaa ngɔmhyɛlɛfoɛ nemɔ ne.”"
8,"Once again the voice from heaven spoke to me. It said, “Go and take the open scroll from the hand of the angel standing on the sea and the land.”","Na komviɛ bɔ nde mvili nyameɛso ne odwudwo hyirele me bieku kyɛ, “Nwomaa kaaba bɔ babukye nu, bɔ ɔwɔ abɔfo bɔ ogyi ɛpo ne aseɛ so ye sa nu ne, kole.”"
9,"When I went over to ask the angel for the little scroll, the angel said, “Take the scroll and eat it! Your stomach will turn sour, but the taste in your mouth will be sweet as honey.”","Yiti ngɔle abɔfo ne nwo berɛ, na nzele ye kyɛ, “Fa nwomaa kaaba ne ma me.” Na osele me kyɛ, “De ná di; na ɔkɔyɛ weewee wɔ wɔ kunu, nakoso ɔkɔyɛ menemene kyɛ woɛ wɔ wɔ noa nu.”"
10,"I took the little scroll from the hand of the angel and ate it. The taste was sweet as honey, but my stomach turned sour.","Na nnele nwomaa kaaba ne mvili abɔfo ne sa nu nnili; na ɔyɛle me noa nu menemene kyɛ woɛ, nakoso nni nyiele nen, ɔyɛle me kunu dɔ weewee."
11,"Then some voices said, “Keep on telling what will happen to the people of many nations, races, and languages, and also to kings.”","Na osele me kyɛ, “Ɔsɛ kyɛ ɛhyɛ ngɔm fa mmenia, maen maen, edwudwolɛ ahoroɔ ne ahemvo pee nwo bieku.”"
2,"But don't measure the courtyard outside the temple building. Leave it out. It has been given to those people who don't know God, and they will trample all over the holy city for","Nakoso asɔneyɛɛ sua ne anwo aluo dɔ de, yakyi to berɛ, nnɛsusu; ofikyɛ bafa berɛ bama Amaenmaensofoɛ, na bekohwi bɛkɔfa kuro krongron ne aso bosome aburanna ne nyɔ."
3,"My two witnesses will wear sackcloth, while I let them preach for",Na ngɔma m’adanzefoɛ nyɔ bɛkɔhera ɛsɛen tena bɛkɔhyɛ ngɔm ngyẽa apee ko ɛyaa nyɔ ne aburasia.”
4,These two witnesses are the two olive trees and the two lampstands that stand in the presence of the Lord who rules the earth.,Na ɛhemɔ ole olive bakaa nyɔ ne ne kanea bakaa nyɔ bɔ begyigyi aseɛ Mene nyunu ne.
5,Any enemy who tries to harm them will be destroyed by the fire that comes out of their mouths.,"Na sɛ ebie yɛ kyɛ ɔha bɛ a, see fi bɛ noa nu bayera bɛ pɔfoɛ mɔ; yeɛ sɛ ebie yɛ kyɛ ɔha bɛ a, sɔ ala yeɛ ɔsɛ kyɛ beku ye ɔ."
6,"They have the power to lock up the sky and to keep rain from falling while they are prophesying. And whenever they want to, they can turn water to blood and cause all kinds of terrible troubles on earth.","Bele tumi kyɛ bɛto ewienu nu, bɔ esue ndɔ wɔ mmerɛ bɔ bɛhyɛ ngɔm ɔ; yeɛ bele nzue mɔ so tumi kyɛ bɛmaa bɛkakyi mogya, ɔne tumi bɔ ɔmaa bɛfa ɛhawo biala bɛto aseɛ so, mmerɛ pee biala bɔ bekuro ɔ."
7,"After the two witnesses have finished preaching God's message, the beast that lives in the deep pit will come up and fight against them. It will win the battle and kill them.","Na sɛ beyie b’adanzeɛlilɛ ne a, kaka bɔ ofi aseɛ bo dɔ kumaa kuronguronn ne anu ɔfo ba ne, ɔkɔfa koɛ kɔɔteta bɛ, na okoli bɛ so ngonim ná wahũ bɛ."
8,Their bodies will be left lying in the streets of the same great city where their Lord was nailed to a cross. And this city is spiritually like the city of Sodom or the country of Egypt.,"Na bɛ fuin nemɔ kɔlela kuro piri ne dwaaso, kuro bɔ sunzum nu bɛfrɛ ye Sodom ne Misraim ne, nekaa bɔ bɛbɔle b’Awurade koso mmeamudua nu ne."
9,"For three and a half days the people of every nation, tribe, language, and race will stare at the bodies of these two witnesses and refuse to let them be buried.","Na mmenia kofi maen maen ne mmusua kure ne edwudwolɛ ahoroɔ nu bekotu bɛ nye bekogua bɛ fuin nemɔ so ɛlɛsa ne bue, na bɛngɔma bengosie bɛ fuin nemɔ."
10,"Everyone on earth will celebrate and be happy. They will give gifts to each other, because of what happened to the two prophets who caused them so much trouble.","Na bɛ bɔ bɛte aseɛ so ɔ bekoli bɛ nwo ahurusi, na bɛ nye kɔgye ná bamanemane bɛ nwo akyɛdeɛ; ofikyɛ sɔ ngɔmhyɛlɛfoɛ nyɔ nemɔ bɛfale ɛhawo bɛtole bɛ bɔ bɛte aseɛ so ɔ so."
11,"But three and a half days later, God will breathe life into their bodies. They will stand up, and everyone who sees them will be terrified.","Nakoso ngyẽa ɛlɛsa ne bue asi ne, ngoa sunzum fili Nyameɛ nu oowurale bɛ nu, na bedwɔso begyinane bɛ gya so, na ɛserɛ piri paa hane bɛ bɔ benwuni bɛ ne."
12,"The witnesses then heard a loud voice from heaven, saying, “Come up here.” And while their enemies were watching, they were taken up to heaven in a cloud.","Na bɛtele kyɛ komviɛ piri bie fi nyameɛso odwudwo kyire bɛ kyɛ, “Ɛ́mɔfo bɛbra wa!” Na bɛfale munungum nu bɛfo bɛhɔle nyameɛso bɔ bɛ pɔfoɛ mɔ bɛ nye tua bɛ ɔ."
13,"At that same moment there was a terrible earthquake that destroyed a tenth of the city. Seven thousand people were killed, and the rest were frightened and praised the God who rules in heaven.","Na aseɛ wosole wɔ sɔ dɔnhwere ne ala nu, na kuro ne ngyɛmuɛ buru nu ko bu guale, na aseɛwosolɛ ne huni mmenia apee nzoo; na ɛserɛ hane bɛ bɔ baha ne, na bɛhyɛle nyameɛso Nyameɛ ne animnyam."
14,The second horrible thing has now happened! And the third one will be here soon. The Seventh Trumpet,"Musue bɔ ɔtɔ so nyɔ ne wapɛ nu. Na tie, musue bɔ ɔtɔ so nza ne ɔ́ba ndɛndɛ. Totorobɛndo bɔ ɔtɔ so nzoo ne"
15,"At the sound of the seventh trumpet, loud voices were heard in heaven. They said, “Now the kingdom of this world belongs to our Lord and to his Chosen One! And he will rule forever and ever!”","Na abɔfo bɔ ɔtɔ so nzoo ne huli ye totorobɛndo ne, na komviɛ mbiri mbiri bobɔle nu wɔ nyameɛso kyɛ, “Ewiase ahennie wayɛ yɛ Awurade ne ye Kristo ne deɛ, na okoli hene afebɔɔ.”"
17,"They said, “Lord God All-Powerful, you are and you were, and we thank you. You used your great power and started ruling.","na bɛhane kyɛ, “Yɛfa asennaa yɛma wɔ, O Tuminiɛ Awurade Nyameɛ bɔ ɛwɔ berɛ, ná ɛwɔ berɛ fi tetetete ɔ, ofikyɛ afa wɔ tumi pirikua ne, na ali hene."
18,"When the nations got angry, you became angry too! Now the time has come for the dead to be judged. It is time for you to reward your servants the prophets and all your people who honor your name, no matter who they are. It is time to destroy everyone who has destroyed the earth.”","Maen maen mɔ fɛle yaa, na w’ahonehulɛ ne adwɔso, na mmerɛ adwu kyɛ ebua awufoɛ ndɛen, ná ɛma wɔ ngoaa, ngɔmhyɛlɛfoɛ ne anwoteefoɛ ne bɛ bɔ besuro wɔ dumaa, kwahweabaa mɔ ne atitirefoɛ akatuaa ɔ, ɔne kyɛ ɛkɔsɛkye bɛ bɔ bɛsɛkye aseɛ ɔ.”"
19,"The door to God's temple in heaven was then opened, and the sacred chest could be seen inside the temple. I saw lightning and heard roars of thunder. The earth trembled and huge hailstones fell to the ground.","Afei bebukyele Nyameɛ asɔneyɛɛ sua ne wɔ nyameɛso, na benwuni ye apam alaka ne wɔ asɔneyɛɛ sua ne anu. Na agralaa tetele, komviɛ mɔ, ɔbobɔle nu kurudududu, aseɛ wosole, na asukɔtwea tɔle piri paa."
2,"She was about to give birth, and she was crying because of the great pain.","Né ɔnwonzɛ, yeɛ afei né aworɛ ahã ye maa onwu aworɛ nu amaneɛ ɔteatea nu."
3,"Something else appeared in the sky. It was a huge red dragon with seven heads and ten horns, and a crown on each of its seven heads.","Na sɛngyerɛnneɛ bieku lale ye nwo ali wɔ nyameɛso: na yieee, sasrabɔnzam pirikua kɔkorɛ bie bɔ ye ti nzoo, ye mmɛen buru, bɔ ahennie abotire nzoo bobɔ ye ti nemɔ ɔ."
4,"With its tail, it dragged a third of the stars from the sky and threw them down to the earth. Then the dragon turned toward the woman, because it wanted to eat her child as soon as it was born.","Na ɔfale ye dua piane ewienu nzramaa ngyɛmuɛ nza nu ko, na ogyili bɛ guale aseɛ so. Na sasrabɔnzam ne oogyinane braa bɔ wafo aworɛ so ne nyunu berɛ, kyɛ ɔwo ala a ɔkye ɔwa ne di."
5,"The woman gave birth to a son, who would rule all nations with an iron rod. The boy was snatched away. He was taken to God and placed on his throne.","Ɔwole baa bienzua, bɔ ye yeɛ ɔbaafa buralɛ pɔmaa di maen maen amukoraa so ɔ. Na ɔwa ne, behwimini ye bɛhɔle Nyameɛ ne ye ahennie bia ne nwo."
6,The woman ran into the desert to a place that God had prepared for her. There she would be taken care of for,"Na braa ne nwati hɔle ɛserɛ so, nekaa bɔ Nyameɛ asiesie ama ye kyɛ bɛnea ye so ngyẽa apee ko ɛyaa nyɔ ne aburasia ne."
7,A war broke out in heaven. Michael and his angels were fighting against the dragon and its angels.,Na afei koɛ sili nyameɛso. Mikayɛl ne ye abɔfo mɔ bɛfale koɛ bɛtetale sasrabɔnzam ne; na sasrabɔnzam ne ne ye abɔfo mɔ bɛhone;
8,But the dragon lost the battle. It and its angels were forced out of their places in heaven,"nakoso bangora koɛ ne noa gyina, na bannya atenaleɛ wɔ nyameɛso ko."
9,"and were thrown down to the earth. Yes, that old snake and his angels were thrown out of heaven! That snake, who fools everyone on earth, is known as the devil and Satan.","Yiti betuli sasrabɔnzam kandinga ne befili berɛ, sɔ daa tetetete ewoo ne, bɔ bɛfrɛ ye Abɔnzam ne Satan ne, bɔ ɔlakalaka wiase amukoraa ne; befindini ye bɛtole aseɛ so, na befindini ye ne ye abɔfo mɔ yeɛ bɛtole ɔ."
10,"Then I heard a voice from heaven shout, “Our God has shown his saving power, and his kingdom has come! God's own Chosen One has shown his authority. Satan accused our people in the presence of God day and night. Now he has been thrown out!","Na ndele komviɛ pirikua bie wɔ nyameɛso kyɛ, “Afei yeɛ ngoalelɛ ne tumi ne ahennie ayɛ yɛ Nyameɛ deɛ, ná tumi ayɛ ye Kristo ne deɛ ɔ, ofikyɛ bafindi y’eliɛma mɔ bɛ kwaadubɔlɛniɛ ne bato ase, ye bɔ ɔbɔ bɛ kwaadu alehyeleɛ ne alesaleɛ wɔ Nyameɛ nyunu ne."
11,“Our people defeated Satan because of the blood of the Lamb and the message of God. They were willing to give up their lives.,"Na bɛfale Boaen Ba ne mogya so ne b’adanzeɛ dwirɛ so yeɛ belili ye so ngonim ɔ, na banzuro kyɛ bɛkɔfa bɛ ngoa bɛkɔpɛ so ɔ."
12,"“The heavens should rejoice, together with everyone who lives there. But pity the earth and the sea, because the devil was thrown down to the earth. He knows his time is short, and he is very angry.”","Yiti nyameɛso ne ɛmɔ bɔ ɛmɔte nyameɛso ɔ, ɛ́mɔli ahurusi! Nakoso aseɛ ne ɛpo de, bɛ yaakɔ! Ɔnate kyɛ abɔnzam le ɛyaa pirikua wadwu waatoa ɛmɔ wɔ dɔ, ofikyɛ ɔse kyɛ ye mmerɛ aha tikaape bie.” Sasrabɔnzam ne ko koɛ bieku wɔ aseɛ so"
13,"When the dragon realized it had been thrown down to the earth, it tried to make trouble for the woman who had given birth to a son.","Na sasrabɔnzam ne nwuni kyɛ bafindi ye bato aseɛ so nen, otuli ye nye siele braa bɔ ɔwole baa bienzua ne aso."
14,"But the woman was given two wings like those of a huge eagle, so she could fly into the desert. There she would escape from the snake and be taken care of for a time, two times, and half a time.","Nakoso bɛmane braa ne kɔleɛ pirikua bie ndaa nyɔ, kyɛ ɔfa tu fi ewoo ne nyunu hɔ ɛserɛ so, wɔ ye atenaleɛ, nekaa bɔ bɛkɔnea ye mmerɛ ne mmerɛ ne mmerɛ bue ne."
15,The snake then spewed out water like a river to sweep the woman away.,"Na ewoo ne puli ye noa nu nzue bɔ ɔte kyɛ asue ɔ olili braa ne si, kyɛ asue ne fa ye hɔ."
16,But the earth helped her and swallowed the water that had come from the dragon's mouth.,"Nakoso aseɛ bokale braa ne; na aseɛ bukyele ye noa nu, na ɔmene asue bɔ sasrabɔnzam ne pu fili ye noa nu ne."
17,This made the dragon terribly angry with the woman. So it started a war against the rest of her children. They are the people who obey God and are faithful to what Jesus did and taught.,"Afei sasrabɔnzam ne fɛle braa ne so yaa, na ɔɔfale koɛ toale ye bosofoɛ ngaa bɔ bedi Nyameɛ ahyɛdeɛ so, ná betira Yesu Kristo adanzeɛ nu ne."
18,The dragon stood on the beach beside the sea.,Na oogyinane mboanoa anweaa so.
1,"I looked and saw a beast coming up from the sea. This one had ten horns and seven heads, and a crown was on each of its ten horns. On each of its heads were names that were an insult to God.","Na nwuni kaka bie bɔ ole tire nzoo, ɔne mmɛen buru kyɛ ofi ɛpo nu ofite ɔ. Né ahennie abotire buru bobɔ ye mmɛen nemɔ, na musue abodin mɔ wɔ ye ti nemɔ anwo."
2,"The beast I saw had the body of a leopard, the feet of a bear, and the mouth of a lion. The dragon handed over its own power and throne and great authority to this beast.","Na kaka bɔ nwuni ye ne ɔte kyɛ aboa, ye gya te kyɛ kwabrafo gya, na ye noa te kyɛ gyata noa. Na sasrabɔnzam ne fale ye tumi ne ye ahennie bia ne anwoserɛ piri ne mane ye."
3,"One of its heads seemed to have been fatally wounded, but now it was well. Everyone on earth marveled at this beast,","Na nwuni kyɛ, ye ti nemɔ anu ko soma kyɛ babɔ ye fɛɛ kandinga, nakoso né ye puralɛ kena ne ahɔ. Na kaka ne nwo yɛle aseɛ so ama amukoraa nwanwa maa belili ye si."
4,"and they worshiped the dragon who had given its authority to the beast. They also worshiped the beast and said, “No one is like this beast! No one can fight against it.”","Na bɛkotole sasrabɔnzam bɔ ɔmane kaka ne tumi ne; na bɛkotole kaka ne bɛhane kyɛ, “Nwa yeɛ ɔte kyɛ kaka ne ɔ? Nwa yeɛ ɔkɔhora ne ye bɛkɔho ɔ?”"
5,"The beast was allowed to brag and claim to be God, and for","Na bɛmane kaka ne noa bɔ ɔfa kekã edwirɛ mbiri mbiri ne musue dwirɛ ɔ, na bɛmane ye ate maa olili tumi bosome aburanna ne nyɔ."
6,"The beast cursed God, and it cursed the name of God. It even cursed the place where God lives, as well as everyone who lives in heaven with God.","Na obukyele ye noa kekane musue dwirɛ tiale Nyameɛ, ɔkekane musue dwirɛ tiale ye dumaa ne ye tena sua ne bɛ bɔ bɛte nyameɛso ɔ."
7,"It was allowed to fight against God's people and defeat them. It was also given authority over the people of every tribe, nation, language, and race.","Na bɛmane ye ate kyɛ ɔfa koɛ teta anwoteefoɛ, ná oli bɛ so ngonim. Na bɛmane ye tumi wɔ mmusua kure ne edwudwolɛ mɔ ne maen amukoraa so."
8,The beast was worshiped by everyone whose name wasn't written before the time of creation in the book of the Lamb who was killed.,Na bɛ bɔ bɛte aseɛ so amukoraa bɛkɔkoto ye: bɛ bɔ bamvi wiase bohyɛlɛ bangyerɛ bɛ dumaa wɔ Boaen Ba bɔ behuni ye ne ngoa nwomaa ne anu ne.
9,"If you have ears, then listen!","Bɔ ole asoɛ ne, maa otie!"
10,"If you are doomed to be captured, you will be captured. If you are doomed to be killed by a sword, you will be killed by a sword. This means God's people must learn to endure and be faithful!","Sɛ ebie kye nnure a, ye koso bɛkɔhye ye nnure; sɛ ebie fa ngrandɛ ku a, ye koso ɔsɛ kyɛ bɛfa ngrandɛ beku ye. Na ɛwa yeɛ anwoteefoɛ b’animia ne gyidie wɔ ɔ. Kaka bɔ ɔtɔ so nyɔ ne"
11,"I now saw another beast. This one came out of the ground. It had two horns like a lamb, but spoke like a dragon.","Na nwuni kaka foforɛ bie bɔ ofi aseɛ nu fite wale ɔ; né ole mmɛen nyɔ te kyɛ boaen ba, na odwudwo kyɛ sasrabɔnzam."
12,It worked for the beast whose fatal wound had been healed. And it used all its authority to force the earth and its people to worship that beast.,"Na ɔfa kaka bɔ oli moa n’anwoserɛ amukoraa yɔ ye nnwumaa, na ɔma aseɛ ne bɛ bɔ bɛte so ɔ bɛkoto kaka bɔ oli moa bɔ ye puralɛ kena ahɔ ne."
13,"It worked mighty miracles, and while people watched, it even made fire come down from the sky.","Na ɔyɔ nzɛngyerɛnneɛ mbiri mbiri, na ɔma see po fi nyameɛso ba aseɛ so bɔ mmenia nye tua ɔ."
14,This second beast fooled people on earth by working miracles for the first one. Then it talked them into making an idol in the form of the beast that did not die after being wounded by a sword.,"Na nzɛngyerɛnneɛ bɔ wanya ye nwo tumi kyɛ ɔyɔ ye wɔ kaka ne nyunu ne, ɔfa so lakalaka bɛ bɔ bɛte aseɛ so ɔ; na ose bɛ bɔ bɛte aseɛ so ɔ kyɛ, bɛ́yɔ ohoni bɛma kaka bɔ ngrandɛ apura ye, nakoso ɔtɛ te ase ne."
15,"It was allowed to put breath into the idol, so it could speak. Everyone who refused to worship the idol of the beast was put to death.","Na bɛmane ye tumi kyɛ ɔma kaka ne honi ne sunzum, ná kaka ne honi ne po odwudwo, ná ɔma behũ mmenia wora bɔ bɛngoto kaka ne honi ne."
16,"All people were forced to put a mark on their right hand or forehead. Whether they were powerful or weak, rich or poor, free people or slaves,","Na ɔhyɛ mmenia mukoraati: kwahweabaa mɔ ne atitire, esikafoɛ ne ehiafoɛ, nnehyeɛ ne nganga maa bɛhyɛ bɛ nzorɛ wɔ bɛ sa famaa nwo, anaa bɛ nwoma so;"
17,"they all had to have this mark, or else they could not buy or sell anything. This mark stood for the name of the beast and for the number of its name.","maa ɔnate so ebiala ngora ndɔ nikye anaa ɔnyɛ ye atɔen, sana sona bɔ ole nzorɛhyɛlɛ ne, bɔ ɔte kaka ne dumaa anaa ye dumaa ngondaa nzorɛhyɛlɛ ne ngome"
18,"You need wisdom to understand the number of the beast! But if you are smart enough, you can figure this out. Its number is","Ɛhe hia ma nworɛ. Ebiala bɔ ole ndeaseɛ ne, ɔsɛ kyɛ ɔsesẽ kaka ne ngondaa ne, ofikyɛ ɔte sona ngondaa, na ye ngondaa ne te ɛyaa nzia ne aburasia ne nzia."
2,Then I heard a sound from heaven that was like a roaring flood or loud thunder or even like the music of harps.,"Na ndele komviɛ bie mvili nyameɛso bɔ ɔte kyɛ asue pee bɔ bɛsẽ wuruwuru, ɔne esue bɔ ɔbɔ nu kurudududu serɛserɛ ɔ. Na komviɛ bɔ ndele ne, ɔte kyɛ sangoobɔlɛfoɛ bɔ bɛbɔ bɛ sangoo ɔ."
3,"And a new song was being sung in front of God's throne and in front of the four living creatures and the elders. No one could learn that song, except the","Na bɛtole edwein foforɛ bie wɔ ahennie bia ne ne abɔdeɛ teasefoɛ nna ne ne mbanyi nemɔ nyunu. Na ebiala angora anzua sɔ dwein ne, sana apee sɔ alaa ɛyaa ko ne aburanna ne nna ne bɔ bale bɛ ngoa bafi aseɛ so ne angome."
4,"All of these are pure virgins, and they follow the Lamb wherever he leads. They have been rescued to be presented to God and the Lamb as the most precious people on earth.","Ɛhemɔ ole bɛ bɔ bamva mmrasua bangua bɛ nwo fiɛ, ofikyɛ basie bɛ nwo krongron. Bɛ yeɛ bedi Boaen Ba ne si bɛkɔ nekaa biala bɔ ɔkɔ ɔ. Bɛ yeɛ bale bɛ ngoa bafi adasa mmaa nu, ná bayɛ bɛ fieso aleɛ bɔ oli moa bama Nyameɛ ne Boaen Ba ne ɔ."
5,"They never tell lies, and they are innocent. The Messages of the Three Angels","Bɛ yeɛ bɛppɛle ngondombo le ɔ, ofikyɛ ngekalewa biala nne bɛ nwo. Abɔfo nza ne"
6,"I saw another angel. This one was flying across the sky and had the eternal good news to announce to the people of every race, tribe, language, and nation on earth.","Na afei nwuni abɔfo foforɛ bɔ watu nate nyameɛso afia dɔ, bɔ otira nzɛmba afebɔɔ ne kyɛ ɔkwaabɔ ye dawure kyire bɛ bɔ bɛte aseɛ so: maen maen ne mmusua kure ne edwudwolɛ ne mmenia amukoraa."
7,"The angel shouted, “Worship and honor God! The time has come for him to judge everyone. Kneel down before the one who created heaven and earth, the oceans, and every stream.”","Na ɔteane nu sele kyɛ, “Ɛ́mɔsuro Nyameɛ ná ɛ́mɔfa animnyam bɛ́ma ye, ofikyɛ ye ndɛenbualɛ mmerɛ ne adwu; na ɛ́mɔsɔne ye bɔ ɔbɔle nyameɛso ne aseɛ, ɛpo ne asue ti amukoraa ne.”"
8,"A second angel followed and said, “The great city of Babylon has fallen! This is the city that made all nations drunk and immoral. Now God is angry, and Babylon has fallen.”","Na abɔfo foforɛ bɔ ɔtɔ so nyɔ ɔ lili ye si sele kyɛ, “Babilɔn abɔ! Wabɔ! Kuro piri ne, ofikyɛ wama maen maen amukoraa bano ye adwamanbɔlɛ ahonehulɛ nzaa ne bie.”"
9,"Finally, a third angel came and shouted: Here is what will happen if you worship the beast and the idol and have the mark of the beast on your hand or forehead.","Na abɔfo bɔ ɔtɔ so nza lili bɛ si, na ɔteane nu sele kyɛ, “Sɛ ebie koto kaka ne ne ye honi ne, ná ode ye nzorɛhyɛlɛ ne wɔ ye nwoma so, anaa ye sa nwo a,"
10,"You will have to drink the wine that God gives to everyone who makes him angry. You will feel his mighty anger, and you will be tortured with fire and burning sulfur, while the holy angels and the Lamb look on.",sɔ sona ne koso kɔno Nyameɛ ahonehulɛ nzaa bɔ wahwie ye gyengɔgyengɔ wagua ye yaafɛlɛ kulie nu ne bie; na bɛkɔteetee ye wɔ see ne sɔfe nu wɔ abɔfo krongron mɔ nyunu ne Boaen Ba ne nyunu.
11,"If you worship the beast and the idol and accept the mark of its name, you will be tortured day and night. The smoke from your torture will go up forever and ever, and you will never be able to rest.","Na nwosina bɔ ofi bɛ teeteelɛ nu ne, ɔkɔ anwuro afebɔɔ. Na bɛ bɔ bɛkoto kaka ne ne ye honi ne, yeɛ ebiala bɔ ode ye nzorɛhyɛlɛ dumaa nen, bengonya bɛ nwome biala bengole wɔ alehyeleɛ nu ne alesaleɛ nu."
12,God's people must learn to endure. They must also obey his commands and have faith in Jesus.,"Na ɛhe hia anwoteefoɛ animia, bɛ bɔ bedi Nyameɛ ahyɛdeɛ so ná betira Yesu gyidie nu ne.”"
13,"Then I heard a voice from heaven say, “Put this in writing. From now on, the Lord will bless everyone who has faith in him when they die.” The Spirit answered, “Yes, they will rest from their hard work, and they will be rewarded for what they have done.” The Earth Is Harvested","Na ndele kyɛ komviɛ bie fi nyameɛso odwudwo kyire me kyɛ, “Kyerɛ ɛhe: ‘Awufoɛ bɔ bewu Awurade nu fi kekesaala ye bɔ ɔkɔ ne, banya saleɛ.’ ” Na Sunzum ne nwa, “Amba, bekole bɛ nwome wɔ bɛ fɛɛ nwo, ofikyɛ bɛ nnwumaa li bɛ si.” Aseɛ ye aso nnɔbaeɛ telɛ"
14,"I looked and saw a bright cloud, and someone who seemed to be the Son of Man was sitting on the cloud. He wore a gold crown on his head and held a sharp sickle in his hand.","Afei nneane, na yieee, munungum fufue bie, na ebie bɔ ɔte so ɔ ɔte kyɛ Sona Awa ne, bɔ sikaa kɔkorɛ abotire bɔ ye, ná otira dadeɛ koateɛ nnaennaen bi ɔ."
15,"An angel came out of the temple and shouted, “Start cutting with your sickle! Harvest season is here, and all crops on earth are ripe.”","Na abɔfo foforɛ bie fili asɔneyɛɛ sua ne anu fitele, na ɔfale komviɛ kandinga teane nu hyirele bɔ ɔte munungum ne aso ne kyɛ, “Fa wɔ dadeɛ koateɛ ne ná tete, ofikyɛ nnɔbaeɛ telɛ adwu, na aseɛ so nnɔbaeɛ aboro.”"
16,The one on the cloud swung his sickle and harvested the crops.,"Na bɔ ɔte munungum ne aso ne hwene ye dadeɛ koateɛ ne siele aseɛ so, na ɔtele aseɛ so nnɔbaeɛ nemɔ."
