verse_number,english_verse,translation_verse
23,"Even when the land of the poor produces good crops, they get cheated out of what they grow.","Ohiani afuom nnɔbaeɛ tumi ba pii, nanso ntɛnkyea pra kɔ."
24,"If you love your children, you will correct them; if you don't love them, you won't correct them.","Deɛ ɔkyɛe nʼabaa so no tane ne ba, na deɛ ɔdɔ no no hwɛ sɛ ɔbɛtene no."
25,"If you live right, you will have plenty to eat; if you don't live right, you will go away empty.","Teneneefoɔ didi ma wɔn akoma mee nanso, ɛkɔm de amumuyɛfoɔ."
1,"A woman's family is held together by her wisdom, but it can be destroyed by her foolishness.","Ɔbaa nyansafoɔ si ne dan, nanso ɔbaa kwasea de nʼankasa ne nsa dwiri ne deɛ gu fam."
2,"By living right, you show that you respect the Lord; by being deceitful, you show that you despise him.","Deɛ ne nanteɛ tene no suro Awurade, na deɛ nʼakwan kyea no bu no animtiaa."
3,"Proud fools are punished for their stupid talk, but sensible talk can save your life.","Ɔkwasea kasa ma wɔbɔ nʼakyi abaa, nanso anyansafoɔ ano bɔ wɔn ho ban."
4,"Without the help of an ox there can be no crop, but with a strong ox a big crop is possible.","Baabi a anantwie nni no, adididaka no mu da mpan, na ɔnantwie ahoɔden mu na nnɔbaeɛ pii firi ba."
5,An honest witness tells the truth; a dishonest witness tells nothing but lies.,"Ɔdanseni nokwafoɔ rennaadaa, ɔdansekurumni hwie atorɔ gu hɔ."
6,"Make fun of wisdom, and you will never find it. But if you have understanding, knowledge comes easily.","Ɔfɛdifoɔ hwehwɛ nyansa nanso ɔnnya, nanso wɔn a wɔwɔ nhunumu nya nimdeɛ ntɛm."
7,"Stay away from fools, or you won't learn a thing.","Twe wo ho firi ɔkwasea ho, ɛfiri sɛ, worennya nimdeɛ mfiri nʼano."
8,"Wise people have enough sense to find their way, but stupid fools get lost.","Anitefoɔ nyansa ne sɛ wɔbɛdwene wɔn akwan ho, na nkwaseafoɔ agyimisɛm yɛ nnaadaa."
9,"Fools don't care if they are wrong, but God is pleased when people do right.","Nkwaseafoɔ de bɔne ho adwensakyera di fɛ, na wɔn a wɔtene mu na anisɔ wɔ."
10,No one else can really know how sad or happy you are.,"Akoma biara nim ɔyea ɛwɔ ne mu, na obi foforɔ rentumi ne no nkyɛ nʼanigyeɛ."
11,The tent of a good person stands longer than the house of someone evil.,"Wɔbɛsɛe mumuyɛfoɔ efie, nanso teefoɔ ntomadan bɛyɛ frɔmm."
12,You may think you are on the right road and still end up dead.,"Ɛkwan bi wɔ hɔ a ɛyɛ wɔ onipa ani so, nanso ɛkɔwie owuo mu."
13,"Sorrow may hide behind laughter, and happiness may end in sorrow.","Ɔsereɛ mu mpo, akoma tumi di yea, na anigyeɛ tumi wie awerɛhoɔ."
14,"You harvest what you plant, whether good or bad.","Akyirisanfoɔ bɛnya akatua sɛdeɛ wɔn akwan teɛ, na onipa pa nso bɛnya ne deɛ."
15,Don't be stupid and believe all you hear; be smart and know where you are headed.,"Atetekwaa gye biribiara di, nanso ɔnitefoɔ dwene nʼanammɔntuo ho."
16,Only a stupid fool is never cautious— so be extra careful and stay out of trouble.,"Onyansafoɔ suro Awurade na ɔdwane bɔne, nanso ɔkwasea yɛ asowuiɛ ne basabasa."
17,"Fools have quick tempers, and no one likes you if you can't be trusted.","Onipa a ne bo nkyɛre fuo no yɛ nkwaseadeɛ, na deɛ ɔpam apammɔne no, wɔtane no."
18,Stupidity leads to foolishness; be smart and learn.,"Ntetekwaafoɔ agyapadeɛ ne gyimie, na wɔde nimdeɛ bɔ anitefoɔ abotire."
19,The wicked will come crawling to those who obey God.,"Nnipa bɔnefoɔ bɛkoto nnipa pa anim, na amumuyɛfoɔ akoto ateneneefoɔ apono ano."
20,"You have no friends if you are poor, but you have lots of friends if you are rich.","Ahiafoɔ deɛ, wɔn ayɔnkofoɔ mpo mpɛ wɔn anim ahwɛ, nanso adefoɔ wɔ nnamfonom bebree."
21,"It's wrong to hate others, but God blesses everyone who is kind to the poor.","Deɛ ɔbu ne yɔnko animtiaa yɛ bɔne, na nhyira nka deɛ ne yam yɛ ma onnibie."
22,"It's a mistake to make evil plans, but you will have loyal friends if you want to do right.",Wɔn a wɔbɔ pɔ bɔne nyera ɛkwan anaa? Nanso wɔn a wɔhyehyɛ deɛ ɛyɛ no nya adɔeɛ ne nokorɛ.
23,"Hard work is worthwhile, but empty talk will make you poor.","Adwumadenyɛ nyinaa de mfasoɔ ba, na kasa hunu deɛ, ɛkɔ ohia mu."
24,"Wisdom can make you rich, but foolishness leads to more foolishness.","Anyansafoɔ ahonya ne wɔn abotire, na nkwaseafoɔ agyimisɛm so gyimie aba."
25,"An honest witness can save your life, but liars can't be trusted.","Ɔdanseni nokwafoɔ gye nkwa, nanso ɔdansekurumni yɛ ɔdaadaafoɔ."
26,"If you respect the Lord, you and your children have a strong fortress","Deɛ ɔsuro Awurade no wɔ banbɔ a emu yɛ den, na ɛbɛyɛ dwanekɔbea ama ne mma."
27,and a life-giving fountain that keeps you safe from deadly traps.,"Awurade suro yɛ nkwa asutire, ɛyi onipa firi owuo afidie mu."
28,Rulers of powerful nations are held in honor; rulers of weak nations are nothing at all.,"Ɔman mu nnipa dodoɔ yɛ ɔhene animuonyam, nanso sɛ asomfoɔ nni hɔ a mmapɔmma no sɛe."
29,"It's smart to be patient, but it's stupid to lose your temper.","Onipa a ɔwɔ abodwokyerɛ wɔ nteaseɛ a emu dɔ, na deɛ ne bo fu ntɛm no da agyimisɛm adi."
30,"It's healthy to be content, but envy can eat you up.","Akoma mu asomdwoeɛ ma onipadua nkwa, na anibereɛ ma nnompe porɔ."
31,"If you mistreat the poor, you insult your Creator; if you are kind to them, you show him respect.","Deɛ ɔhyɛ ahiafoɔ soɔ no bu wɔn Yɛfoɔ animtiaa, nanso deɛ ɔhunu ohiani mmɔbɔ no hyɛ Onyankopɔn animuonyam."
32,"In times of trouble the wicked are destroyed, but even at death the innocent have faith.","Sɛ amanehunu ba a amumuyɛfoɔ hwe ase, nanso owuo mu mpo teneneefoɔ wɔ dwanekɔbea."
33,"Wisdom is found in the minds of people with good sense, but fools don't know it.","Nyansa te nteaseɛ akoma mu, na nkwaseafoɔ mu mpo, ɔyi ne ho adi."
34,"Doing right brings honor to a nation, but sin brings disgrace.",Tenenee pagya ɔman na bɔne yɛ animguaseɛ ma nnipa biara.
35,"Kings reward servants who act wisely, but they punish those who act foolishly.","Ɔhene ani sɔ ɔsomfoɔ nyansani, na ɔsomfoɔ nimguaseni hyɛ no abufuo."
1,"A kind answer soothes angry feelings, but harsh words stir them up.","Mmuaeɛ pa dwodwo abufuo, nanso asɛm a ano yɛ den hwanyane abufuo mu."
2,"Words of wisdom come from the wise, but fools speak foolishness.","Onyansafoɔ tɛkrɛma yi nimdeɛ ayɛ, nanso ɔkwasea ano woro agyimisɛm."
3,"The Lord sees everything, whether good or bad.","Awurade ani hunu baabiara, na ɛhwɛ amumuyɛfoɔ ne apapafoɔ."
4,"Kind words are good medicine, but deceitful words can really hurt.","Tɛkrɛma a ɛde abodwoɔ ba yɛ nkwa dua, nanso nnaadaa tɛkrɛma dwerɛ honhom."
5,Don't be a fool and disobey your parents. Be smart! Accept correction.,"Ɔkwasea mmfa nʼagya ntenesoɔ nyɛ hwee, na deɛ ɔtie ntenesoɔ no kyerɛ sɛ ɔyɛ ɔnitefoɔ."
6,"Good people become wealthy, but those who are evil will lose what they have.","Ahonya bebree wɔ ɔteneneeni fie, nanso amumuyɛfoɔ adenya de ɔhaw brɛ wɔn."
7,Words of wisdom make good sense; the thoughts of a fool make no sense at all.,Anyansafoɔ ano trɛtrɛ nimdeɛ mu; nanso ɛnyɛ saa na nkwaseafoɔ akoma teɛ.
8,"The Lord is disgusted by gifts from the wicked, but it makes him happy when his people pray.","Awurade kyiri amumuyɛfoɔ afɔrebɔ, nanso teefoɔ mpaeɛbɔ sɔ nʼani."
9,"The Lord is disgusted with all who do wrong, but he loves everyone who does right.","Awurade kyiri amumuyɛfoɔ akwan, nanso ɔdɔ wɔn a wɔti tenenee."
10,"If you turn from the right way, you will be punished; if you refuse correction, you will die.","Asotwe denden wɔ hɔ ma dea ɔmane firi ɛkwan no so, deɛ ɔtane ntenesoɔ no bɛwu."
11,"If the Lord can see everything in the world of the dead, he can see in our hearts.","Owuo ne Ɔsɛeɛ da Awurade anim, na nnipa akoma mu deɛ, ɔnim ma ɛboro so."
13,Happiness makes you smile; sorrow can crush you.,"Anigyeɛ akoma ma anim yɛ seresere, na akoma a abotoɔ dwerɛ honhom."
14,"Anyone with good sense is eager to learn more, but fools are hungry for foolishness.","Nhunumufoɔ akoma hwehwɛ nimdeɛ, nanso ɔkwasea ano ka agyimisɛm."
15,"The poor have a hard life, but being content is as good as an endless feast.","Wɔn a wɔhyɛ wɔn so nna nyinaa yɛ mmɔbɔmmɔbɔ, nanso anigyeɛ akoma wɔ daa ahosɛpɛ mu."
16,"It's better to obey the Lord and have only a little, than to be very rich and terribly anxious.",Ketewa bi a yɛnya a Awurade suro ka ho no yɛ sene ahonyadeɛ bebree a ɔhaw bata ho.
17,A simple meal with love is better than a feast where there is hatred.,Nhahamma aduane a ɔdɔ wɔ mu no yɛ sene nantwie sradenam a ɔtan bata ho.
18,"Losing your temper causes a lot of trouble, but staying calm settles arguments.","Deɛ ne bo fu ntɛm de mpaapaemu ba, nanso deɛ ɔwɔ ntoboaseɛ pata ntɔkwa."
19,"A lazy person refuses to clear a thorny path, but everyone who does right walks on a smooth road.","Nkasɛɛ ama onihafoɔ kwan asi, nanso teneneefoɔ kwan yɛ tempɔn."
20,"Children with good sense make their parents happy, but foolish children despise them.",Ɔba nyansafoɔ ma nʼagya ani gye nanso ɔba kwasea bu ne maame animtiaa.
21,"Stupidity brings happiness to senseless fools, but everyone with good sense follows the straight path.","Agyimisɛm ma deɛ ɔnni adwene ani gye, nanso deɛ ɔwɔ nteaseɛ no fa ɛkwan a ɛtene so."
22,Without good advice everything goes wrong— it takes careful planning for things to go right.,"Nhyehyɛeɛ a ɛnni afotuo no sɛe, nanso afotufoɔ bebree ma ɛyɛ yie."
23,Giving the right answer at the right time makes everyone happy.,"Onipa a ɔma mmuaeɛ a ɛfata no ani gye, asɛm a ɛba berɛ pa mu no nso yɛ."
24,All who are wise follow a road that leads upward to life and away from death.,Onyansafoɔ asetena mu kwan ma no nkɔsoɔ ɛsi ne da mu korɔ ho ɛkwan.
25,"The Lord destroys the homes of those who are proud, but he protects the property of widows.",Awurade sɛe ɔhantanni fie na ɔma akunafoɔ ahyeɛ yɛ pɛpɛɛpɛ.
26,"The Lord hates evil thoughts, but kind words please him.","Awurade kyiri amumuyɛfoɔ nsusuiɛ, nanso nʼani sɔ wɔn a wɔyɛ kronn no deɛ."
27,"Being greedy causes trouble for your family, but you protect yourself by refusing bribes.","Ɔdufudepɛfoɔ de ɔhaw brɛ nʼabusua, nanso deɛ ɔkyiri kɛtɛasehyɛ no bɛnya nkwa."
28,"Good people think before they answer, but the wicked speak evil without ever thinking.","Ɔteneneeni akoma kari ne mmuaeɛ, nanso omumuyɛfoɔ ano woro bɔne."
30,"A friendly smile makes you happy, and good news makes you feel strong.","Animu a ɛteɛ ma akoma nya ahomeka, na asɛm pa ma nnompe ahoɔden."
31,"Healthy correction is good, and if you accept it, you will be wise.",Deɛ ɔtie animka a ɛma nkwa no ne anyansafoɔ bɛbɔ mu atena ase.
32,"You hurt only yourself by rejecting instruction, but it makes good sense to accept it.","Deɛ ɔmfa ahohyɛsoɔ no bu ne ho animtiaa, na deɛ ɔtie ntenesoɔ no nya nhunumu."
33,"Showing respect to the Lord will make you wise, and being humble will bring honor to you.","Awurade suro kyerɛ onipa nyansa, ahobrɛaseɛ di animuonyam anim."
1,"We humans make plans, but the Lord has the final word.","Akoma mu nhyehyɛeɛ yɛ onipa dea, na tɛkrɛma mmuaeɛ firi Awurade."
2,"We may think we know what is right, but the Lord is the judge of our motives.",Ɛyɛ onipa sɛ nʼakwan nyinaa yɛ kronn nanso Awurade na ɔpɛɛpɛɛ adwene mu.
3,"Share your plans with the Lord, and you will succeed.","Fa deɛ woyɛ nyinaa hyɛ Awurade nsam, na wo nhyehyɛeɛ bɛsi yie."
4,"The Lord has a reason for everything he does, and he lets evil people live only to be punished.","Awurade yɛ biribiara ma nʼankasa botaeɛ, mpo, ɔhwɛ omumuyɛfoɔ kɔsi amanehunu da."
5,The Lord doesn't like anyone who is conceited— you can be sure they will be punished.,"Awurade kyiri akoma mu ahantanfoɔ nyinaa. Nya saa nteaseɛ yi sɛ, wɔremfa wɔn ho nni."
6,"If we truly love God, our sins will be forgiven; if we show him respect, we will keep away from sin.",Wɔnam ɔdɔ ne nokorɛ so pata bɔne; onipa nam Awurade suro so yi bɔne akwa.
7,"When we please the Lord, even our enemies make friends with us.","Sɛ onipa akwan sɔ Awurade ani a, ɔma nʼatamfoɔ mpo ne no tena asomdwoeɛ mu."
8,It's better to be honest and poor than to be dishonest and rich.,Kakraa bi a wɔnam tenenee kwan so nya no yɛ sene mfasoɔ pii a wɔnam ntɛnkyea so nya.
9,"We make our own plans, but the Lord decides where we will go.","Onipa yɛ ne nhyehyɛeɛ wɔ nʼakoma mu, nanso Awurade na ɔhwɛ nʼanammɔntuo."
10,Rulers speak with authority and are never wrong.,"Ɔhene anomu kasa te sɛ nkɔmhyɛ, enti ɛnsɛ sɛ nʼano ka deɛ ɛnyɛ atɛntenenee."
11,The Lord watches to see if we are fair or if we cheat others.,"Nsania ne abrammoɔ a nsisie nni mu firi Awurade; nkariboɔ a ɛwɔ kotokuo mu no, ɔno na ɔyɛeɛ."
12,Justice makes rulers powerful. They should hate evil,"Ahemfo kyiri bɔneyɛ, ɛfiri sɛ ahennwa si tenenee so."
14,An angry ruler can put you to death. So be wise! Don't make one angry.,"Ɔhene abufuhyeɛ yɛ owuo somafoɔ, nanso onyansafoɔ bɛdwodwo ano."
15,"When a ruler is happy and pleased with you, it's like refreshing rain, and you will live.","Sɛ ɔhene anim te a, ɛyɛ nkwa, nʼadom te sɛ osutɔberɛ mu osumuna."
16,It's much better to be wise and sensible than to be rich.,"Ɛyɛ sɛ wobɛnya nyansa sene sɛ wobɛnya sikakɔkɔɔ, sɛ wobɛnya nhunumu sene sɛ wobɛnya dwetɛ!"
17,"God's people avoid evil ways, and they protect themselves by watching where they go.",Ɔteneneeni kwantempɔn kwati bɔne; deɛ ɔhwɛ nʼakwan yie no bɔ ne nkwa ho ban.
18,Too much pride will destroy you.,"Ahantan di ɔsɛeɛ anim, na ahomasoɔ honhom nso di ahweaseɛ anim."
19,You are better off to be humble and poor than to get rich from what you take by force.,Ɛyɛ sɛ wobɛyɛ honhom mu hiani wɔ wɔn a wɔhyɛ wɔn so mu sene sɛ wo ne ahantanfoɔ bɛkyɛ afodeɛ.
20,"If you know what you're doing, you will prosper. God blesses everyone who trusts him.",Deɛ ɔyɛ ɔsetie ma nkyerɛkyerɛ no nya nkɔsoɔ; nhyira nka deɛ ɔde ne ho to Awurade so.
21,"Good judgment proves that you are wise, and if you speak kindly, you can teach others.","Wɔfrɛ akoma mu anyansafoɔ sɛ nhunumufoɔ, na kasa pa ma nkyerɛkyerɛ kɔ so."
22,"Good sense is a fountain that gives life, but fools are punished by their foolishness.","Nteaseɛ yɛ nkwa nsutire ma wɔn a wɔwɔ bi, nanso agyimisɛm de asotweɛ brɛ nkwaseafoɔ."
23,You can persuade others if you are wise and speak sensibly.,"Onyansafoɔ akoma kyerɛ nʼano kwan, na nʼanofafa ma nkyerɛkyerɛ kɔ so."
24,Kind words are like honey— they cheer you up and make you feel strong.,"Abodwosɛm te sɛ ɛwokyɛm ɛyɛ ɔkra dɛ, na ɛsa nnompe yadeɛ."
25,Sometimes what seems right is really a road to death.,"Ɛkwan bi wɔ hɔ a ɛyɛ wɔ onipa ani so, nanso ɛkɔwie owuo mu."
26,"The hungrier you are, the harder you work.",Odwumayɛfoɔ akɔnnɔ ma no yɛ adwuma den; ɛfiri sɛ ɔpɛ sɛ ɔkum ne kɔm.
27,Worthless people plan trouble. Even their words burn like a flaming fire.,"Ohuhuni bɔ pɔ bɔne, ne kasa te sɛ egyadɛreɛ a ɛhye adeɛ."
28,Gossip is no good! It causes hard feelings and comes between friends.,"Onipa kɔntɔnkye de mpaapaemu ba, na osekuni tete nnamfonom ntam."
29,Don't trust violent people. They will mislead you to do the wrong thing.,Basabasayɛni daadaa ne yɔnko na ɔde no fa ɛkwammɔne so.
30,"When someone winks or grins behind your back, trouble is on the way.",Deɛ ɔbu nʼani no redwene bɔneyɛ ho; na deɛ ɔmua nʼano no ani wɔ bɔne so.
31,Gray hair is a glorious crown worn by those who have lived right.,Ɛdwono yɛ animuonyam abotire; tenenee mu asetena na ɛde ba.
32,Controlling your temper is better than being a hero who captures a city.,"Deɛ ɔwɔ abodwokyerɛ no yɛ sene ɔkofoɔ, na deɛ ɔmfa abufuo yɛ sene deɛ ɔko fa kuropɔn."
33,"We make our own decisions, but the Lord alone determines what happens.","Wɔtwe ntonto de hwehwɛ deɛ Awurade pɛ, nanso ne gyinasie biara firi Awurade."
1,A dry crust of bread eaten in peace and quiet is better than a feast eaten where everyone argues.,Aduane mmɔwe a asomdwoeɛ wɔ ho yɛ sene efie a apontoɔ ahyɛ no ma a nso basabasayɛ wɔ mu.
2,"A wise slave will be placed in charge of a no-good child, and that slave will be given the same inheritance that each child receives.","Ɔsomfoɔ nyansafoɔ bɛdi ɔba nimguasefoɔ so, na ɔbɛnya ne kyɛfa wɔ agyapadeɛ no mu sɛ anuanom no mu baako."
3,Silver and gold are tested by flames of fire; our thoughts are tested by the Lord.,Kyɛmferɛ wɔ hɔ ma dwetɛ na fononoo wɔ hɔ ma sikakɔkɔɔ nanso Awurade na ɔsɔ akoma hwɛ.
4,"Troublemakers listen to troublemakers, and liars listen to liars.",Omumuyɛfoɔ tie nsusuiɛ bɔne; ɔtorofoɔ yɛ aso ma adwen bɔne tɛkrɛma.
5,"By insulting the poor, you insult your Creator. You will be punished if you make fun of someone in trouble.",Deɛ ɔdi ahiafoɔ ho fɛ no bu wɔn Yɛfoɔ animtiaa; na deɛ ɔfoa amanehunu soɔ no bɛnya asotwe.
6,"Grandparents are proud of their grandchildren, and children should be proud of their parents.","Mmanananom yɛ mmasiriwa animuonyam, na awofoɔ yɛ wɔn mma ahohoahoa."
7,"It sounds strange for a fool to talk sensibly, but it's even worse for a ruler to tell lies.","Anokrokro nyɛ mma ɔkwasea, saa ara na ano a ɛdi torɔ mfata ɔhene."
8,A bribe works miracles like a magic charm that brings good luck.,Kɛtɛasehyɛ daadaa deɛ ɔma; ɔgye sɛ ɛbɛma no nkonim.
9,"You will keep your friends if you forgive them, but you will lose your friends if you keep talking about what they did wrong.","Deɛ ɔbu nʼani gu mfomsoɔ so no ma ɔdɔ ɛkwan, na deɛ ɔbɔ soɔ no tete nnamfonom ntam."
10,"A sensible person accepts correction, but you can't beat sense into a fool.",Nkaanim sɔ onipa a ɔwɔ nhunumu ani sene mmaa ɔha a wɔbɔ ɔkwasea.
11,"Cruel people want to rebel, and so vicious attackers will be sent against them.",Onipa bɔnefoɔ ani wɔ atuateɛ nko ara so na wɔbɛsoma odwumayɛfoɔ tirimuɔdenfoɔ akɔ ne so.
12,A bear robbed of her cubs is far less dangerous than a stubborn fool.,Ɛyɛ sɛ wobɛhyia sisire a wɔawia ne mma sene ɔkwasea a ɔregyimie.
13,You will always have trouble if you are mean to those who are good to you.,"Sɛ obi de bɔne tua papa so ka a, bɔne rempa ne fie da."
14,The start of an argument is like a water leak— so stop it before real trouble breaks out.,Ntɔkwa ahyɛaseɛ te sɛ deɛ wɔretue suka; enti gyae ma ɛnka na ankɔfa ɔham amma.
15,The Lord doesn't like those who defend the guilty or condemn the innocent.,"Sɛ wɔbɛgyaa deɛ ɔdi fɔ ne sɛ wɔbɛbu deɛ ɔdi bem kumfɔ no, Awurade kyiri ne mmienu."
16,Why should fools have money for an education when they refuse to learn?,"Sika a ɛwɔ ɔkwasea nsam ho nni mfasoɔ, ɛfiri sɛ ɔnni botaeɛ biara sɛ ɔbɛhunu nyansa."
17,"A friend is there to help, in any situation, and relatives are born to share our troubles.","Adamfo kyerɛ ɔdɔ ɛberɛ nyinaa mu, wɔwo onua barima ma ahokyere berɛ."
19,The wicked and the proud love trouble and keep begging to be hurt.,Deɛ ɔpɛ ntɔkwa no dɔ bɔne; deɛ ɔsi ɛpono tentene no frɛfrɛ ɔsɛeɛ.
20,"Dishonesty does you no good, and telling lies will get you in trouble.",Onipa a ɔwɔ akoma kontonkyi no nnya nkɔsoɔ; deɛ ne tɛkrɛma daadaa no tɔ amaneɛ mu.
21,It's never pleasant to be the parent of a fool and have nothing but pain.,Deɛ ɔwo ɔba kwasea no di awerɛhoɔ; ɔba kwasea agya nni anigyeɛ.
22,"If you are cheerful, you feel good; if you are sad, you hurt all over.","Akoma mu anigyeɛ yɛ aduro ɛsa yadeɛ, nanso honhom a apɛkyɛ no wewe nnompe."
23,Crooks accept secret bribes to keep justice from being done.,Omumuyɛfoɔ gye adanmudeɛ wɔ esum ase de kyea atɛntenenee.
24,"Anyone with wisdom knows what makes good sense, but fools can never make up their minds.","Onipa a ɔwɔ nhunumu no ani kɔ nyansa so, na ɔkwasea toto nʼani kɔsi asase ano."
25,Foolish children bring sorrow and pain to their parents.,"Ɔba kwasea hyɛ nʼagya awerɛhoɔ, na ɔma deɛ ɔnyinsɛnee no no di yea."
26,It isn't fair to punish the innocent and those who do right.,"Ɛnyɛ sɛ wɔtwe deɛ ɔdi bem aso, anaasɛ wɔtwa adwumayɛfoɔ mmaa wɔ wɔn nokorɛdie enti."
27,It makes a lot of sense to be a person of few words and to stay calm.,"Ɔnimdefoɔ dwene nʼanom kasa ho, na deɛ ɔwɔ nhunumu no wɔ abodwoɔ."
2,"Fools have no desire to learn, instead they would rather give their own opinion.",Ɔkwasea nni nhunumu ho anigyeɛ na mmom deɛ ɔpɛ ara ne sɛ ɔde nʼadwene bɛto dwa.
4,Words of wisdom are a stream that flows from a deep fountain.,"Onipa anom nsɛm yɛ nsuo a emu dɔ, na nyansa asutire yɛ asuwa a ɛrepu ahuro."
5,It's wrong to favor the guilty and keep the innocent from getting justice.,Ɛnyɛ sɛ wɔdi ma omumuyɛfoɔ anaasɛ wɔbu deɛ ɔdi bem atɛnkyea.
6,Foolish talk will get you into a lot of trouble.,Ɔkwasea ano de akasakasa ba na nʼano frɛfrɛ ɔhweɛ.
7,Saying foolish things is like setting a trap to destroy yourself.,Ɔkwasea ano yɛ ɔno ara sɛeɛ na nʼanofafa yɛ ne kra afidie.
8,There's nothing so delicious as the taste of gossip! It melts in your mouth.,Osekuni anom asɛm te sɛ mfremfremadeɛ; ɛwurawura kɔ onipa akwaa mu nyinaa.
9,Being lazy is no different from being a troublemaker.,Deɛ ɔtoto nʼadwuma ase no nuabarima ne deɛ ɔyɛ ɔsɛefoɔ.
10,The Lord is a mighty tower where his people can run for safety—,Awurade din yɛ abantenten a ɛyɛ den; ahotefoɔ dwane kɔtoa na wɔnya banbɔ.
11,the rich think their money is a wall of protection.,Adefoɔ ahonyadeɛ ne wɔn kuropɔn a wɔabɔ ho ban wɔfa no sɛ ɔfasuo tenten a wɔntumi mforo.
12,Pride leads to destruction; humility leads to honor.,"Ansa na onipa bɛhwe ase no ɔnya ahomasoɔ akoma, na ahobrɛaseɛ di animuonyam anim."
13,It's stupid and embarrassing to give an answer before you listen.,"Deɛ ɔntie asɛm ansa na wama mmuaeɛ no, ɛno ne ne gyimie ne nʼanimguaseɛ."
14,"Being cheerful helps when you are sick, but nothing helps when you give up.","Onipa sunsum na ɛhyɛ no den wɔ yadeɛ mu na honhom a apɛkyɛ deɛ, hwan na ɔpɛ?"
15,Everyone with good sense wants to learn.,Nhunumu akoma nya nimdeɛ; na anyansafoɔ aso nso hwehwɛ.
16,A gift will get you in to see anyone.,Akyɛdeɛ bue ɛkwan ma deɛ ɔde ma na ɛde no ba atitire anim.
17,"You may think you have won your case in court, until your opponent speaks.","Ɛyɛ deɛ ɔbɔ ne nkuro kane no sɛ nʼasɛm yɛ dɛ, kɔsi sɛ ɔfoforɔ bɛba abɛbisa no nsɛm no mu."
18,Drawing straws is one way to settle a difficult case.,"Ntontobɔ twa akyinnyegyeɛ so, na ɛpata atamfoɔ."
19,Making up with a friend you have offended is harder than breaking through a city wall.,"Onua a wɔafom noɔ no asɛm yɛ dene sene kuropɔn a ɛwɔ banbɔ, akyinnyegyeɛ te sɛ abankɛsewa apono a wɔabram akyire."
20,Make your words good— you will be glad you did.,"Onipa anom asɛm so aba ma ɔyafunu mee, nnɔbaeɛ a nʼanofafa twa no mee no."
21,"Words can bring death or life! Talk too much, and you will eat everything you say.","Tɛkrɛma kura nkwa ne owuo tumi, na wɔn a wɔdɔ no no bɛdi nʼaba."
22,A man's greatest treasure is his wife— she is a gift from the Lord.,Deɛ wanya yere no anya adepa na ɔnya adom firi Awurade hɔ.
23,"The poor must beg for help, but the rich can give a harsh reply.","Ohiani srɛ ahummɔborɔ, nanso ɔdefoɔ de kasaden bua no."
24,"Some friends don't help, but a true friend is closer than your own family.","Ɔbarima a ne nnamfonom dɔɔso bɛtumi ahwe ase, nanso adamfo bi wɔ hɔ a ɔbɛfam ne ho asene onua."
1,It's better to be poor and live right than to be a stupid liar.,Ohiani a ne nanteɛ ho nni asɛm no yɛ sene ɔkwasea a nʼasɛm mfa ɛkwan mu.
2,"Willingness and stupidity don't go well together. If you are too eager, you will miss the road.","Mmɔdemmɔ a nimdeɛ nka ho no nyɛ, saa ara na ntɛmpɛ a ɛma obi yera ɛkwan nso nyɛ."
3,"We are ruined by our own stupidity, though we blame the Lord.","Onipa agyimisɛm sɛe nʼabrabɔ, nanso nʼakoma huru tia Awurade."
4,The rich have many friends; the poor have none.,Ahonya frɛfrɛ nnamfonom bebree; nanso ohiani adamfo gya no hɔ.
5,Dishonest witnesses and liars won't escape punishment.,"Adansekurumni bɛnya nʼakatua, na deɛ ɔtwa nkontompo remfa ne ho nni."
6,Everyone tries to be friends of those who can help them.,"Nnipa pii pɛ adom firi sodifoɔ nkyɛn, na deɛ ɔkyɛ adeɛ yɛ obiara adamfo."
7,"If you are poor, your own relatives reject you, and your friends are worse. When you really need them, they are not there.","Ohiani abusuafoɔ nyinaa po no, na saa ara na ne nnamfonom po no! Mpo ɔhwehwɛ wɔn pɛ sɛ ɔpa wɔn kyɛw, nanso ɔnhunu wɔn baabiara."
8,Do yourself a favor by having good sense— you will be glad you did.,Deɛ ɔnya nyansa no dɔ ne kra; deɛ ɔpɛ nhunumu no nya nkɔsoɔ.
9,Dishonest witnesses and liars will be destroyed.,"Adansekurumni bɛnya asotwe, na deɛ ɔtwa nkontompo no bɛyera."
11,It's wise to be patient and show what you are like by forgiving others.,Onipa nyansa ma no ntoboaseɛ; sɛ ɔbu nʼani gu mfomsoɔ bi so a ɛhyɛ no animuonyam.
12,"An angry king roars like a lion, but when a king is pleased, it's like dew on the crops.","Ɔhene abufuo te sɛ gyata mmobom, na nʼadom te sɛ ɛserɛ so bosuo."
13,"Foolish children bring disgrace to their fathers. A nagging wife goes on and on like the drip, drip, drip of the rain.","Ɔba kwasea yɛ nʼagya ɔsɛeɛ, ɔyere ntɔkwapɛfoɔ te sɛ nsusosɔ a ɛntwa da."
14,"You may inherit all you own from your parents, but a sensible wife is a gift from the Lord.","Afie ne ahonyadeɛ yɛ agyapadeɛ a ɛfiri awofoɔ, na ɔyere nimdefoɔ firi Awurade."
15,"If you are lazy and sleep your time away, you will starve.","Akwadworɔ de nnahɔɔ ba, na ɛkɔm de ɔkwadwofoɔ."
